"Gene_ID","Gene_Symbol","Gene_Type","Chromosome","Strand","Length","Expression_Level","Log2FC","P_value","Condition","Time_Point","Replicate","Sample_Quality","Batch","Adjusted_P_value"
"ENSG15546","Gene_K","protein_coding","16","+",32086,92.1596204427535,0.269793990439512,0.0310021185548976,"control","12h",3,"high",2,0.0930724616217263
"ENSG80653","Gene_K","other","19","+",25414,16.9698527613779,1.23870114406175,0.0295249755727127,"control","48h",1,"high",3,0.0927028114405962
"ENSG98116","Gene_K","protein_coding","8","-",17331,42.1967080565885,-0.478918907734736,0.00397884289268404,"treatment_A","0h",1,"high",3,0.0894574145444066
"ENSG49689","Gene_K","protein_coding","11","-",76840,99.6616848931644,0.708797914904833,0.0145722376648337,"treatment_B","24h",3,"high",1,0.0894574145444066
"ENSG62133","Gene_K","protein_coding","15","+",77206,44.3329622167449,0.705845939011846,0.0183471217053011,"treatment_A","24h",3,"high",2,0.0894574145444066
"ENSG10550","Gene_K","protein_coding","7","+",61886,75.8217008071386,-0.305243284473422,0.0482029777020216,"treatment_A","48h",3,"medium",2,0.0932331789079883
"ENSG86015","Gene_K","protein_coding","3","+",40252,48.4089060712141,0.133531929603177,0.0148246680852026,"control","0h",1,"high",2,0.0894574145444066
"ENSG87576","Gene_K","protein_coding","18","-",22860,63.82245842155,2.26230612616835,0.0815672488883138,"treatment_B","0h",1,"medium",4,0.0984206660563177
"ENSG61118","Gene_K","other","19","-",4745,29.4313115846898,-0.897613564728245,0.0949259397340939,"control","0h",1,"high",2,0.0987403032295906
"ENSG72047","Gene_L","protein_coding","18","-",21282,73.3363124342282,3.80087474717908,0.0860165532911196,"treatment_A","12h",2,"high",4,0.0984206660563177
"ENSG28535","Gene_L","protein_coding","18","-",97061,78.0231228512129,2.05561687070012,0.0239554341649637,"treatment_B","48h",1,"high",1,0.0894574145444066
"ENSG19685","Gene_L","miRNA","1","-",93926,42.4269644269454,-0.77576070457045,0.0910971029661596,"treatment_B","48h",2,"medium",1,0.0984206660563177
"ENSG90544","Gene_L","lncRNA","19","-",52192,10.5567443340694,3.36394414409778,0.0815400779014453,"treatment_A","48h",1,"low",3,0.0984206660563177
"ENSG56471","Gene_L","protein_coding","4","+",97510,62.1389123465593,2.36195337714103,0.0718819993780926,"treatment_B","24h",3,"high",4,0.0984206660563177
"ENSG99374","Gene_L","protein_coding","10","-",94674,13.0414755946377,3.55344226171309,0.0727717784233391,"control","48h",1,"high",4,0.0984206660563177
"ENSG40159","Gene_L","protein_coding","19","+",65957,51.6534001644455,-1.06445575428156,0.00809488925151527,"control","24h",2,"high",3,0.0894574145444066
"ENSG32661","Gene_L","protein_coding","6","-",37157,87.300201936867,1.13286755621727,0.0213389260228723,"treatment_B","0h",2,"low",3,0.0894574145444066
"ENSG49408","Gene_L","protein_coding","21","+",16225,57.5494676003639,-0.144960190282058,0.069634329364635,"control","12h",3,"high",3,0.0983535725489196
"ENSG28999","Gene_L","protein_coding","4","+",12501,39.6011117723678,-1.05449012070895,0.0704770836047828,"treatment_B","24h",3,"high",3,0.0984206660563177
"ENSG17711","Gene_L","protein_coding","8","-",98047,97.7676025529789,1.92446083728752,0.0460924132261425,"treatment_B","48h",2,"high",3,0.0932331789079883
"ENSG73171","Gene_L","protein_coding","20","-",53629,31.377945438935,-1.63260121974144,0.0711022215429693,"treatment_B","0h",1,"medium",1,0.0984206660563177
"ENSG47505","Gene_L","protein_coding","16","-",88845,44.9947084367499,1.13419456373635,0.0360028262017295,"treatment_A","12h",2,"medium",2,0.0932331789079883
"ENSG07789","Gene_L","protein_coding","7","-",24378,85.2540379226557,-2.37470775045025,0.0124551791232079,"treatment_A","48h",1,"high",1,0.0894574145444066
"ENSG12447","Gene_L","lncRNA","1","+",44918,12.5762367043429,-0.820265615346137,0.0801608745474368,"treatment_A","48h",2,"high",4,0.0984206660563177
"ENSG74556","Gene_L","protein_coding","16","+",37402,92.7067871158014,2.76176451021496,0.0765810993732885,"treatment_A","48h",3,"high",2,0.0984206660563177
"ENSG95877","Gene_L","protein_coding","2","-",27318,83.6372531814845,-3.75722407080701,0.0548105526482686,"treatment_A","48h",3,"high",4,0.0947961173508139
"ENSG04298","Gene_L","miRNA","8","-",28333,64.8701785683227,-0.539471438352155,0.0497829964617267,"treatment_B","24h",3,"high",1,0.0932331789079883
"ENSG25948","Gene_L","protein_coding","13","+",40259,105.135763821289,-2.42616250961547,0.0300499913049862,"treatment_B","0h",3,"medium",4,0.0927028114405962
"ENSG47534","Gene_L","protein_coding","3","-",45541,35.9644073107783,-0.681684144376635,0.0405386107508093,"treatment_A","24h",2,"high",1,0.0932331789079883
"ENSG65505","Gene_L","protein_coding","16","-",23119,70.6887186753978,-1.60511869580051,0.042719163140282,"treatment_A","24h",3,"high",1,0.0932331789079883
"ENSG72884","Gene_L","protein_coding","13","+",60377,19.0634433334789,1.20516834256143,0.0187991620972753,"control","24h",2,"low",2,0.0894574145444066
"ENSG68703","Gene_L","protein_coding","12","-",5681,108.762887950595,0.141515409962577,0.0316446369513869,"treatment_A","12h",3,"high",4,0.0930724616217263
"ENSG93017","Gene_L","protein_coding","5","+",83538,120.864662434417,-2.06599685777804,0.0430908739566803,"treatment_B","0h",2,"high",1,0.0932331789079883
"ENSG00756","Gene_L","protein_coding","4","+",72306,115.325994355026,1.81485344480546,0.0644248891854659,"treatment_B","48h",3,"high",1,0.0964795648814653
"ENSG13157","Gene_L","lncRNA","16","-",41731,49.4390546930551,-0.83252150763487,0.013899370841682,"control","48h",2,"medium",3,0.0894574145444066
"ENSG28676","Gene_L","protein_coding","19","+",44455,69.792988765789,-2.19302628286706,0.00935090954881162,"treatment_B","0h",2,"high",1,0.0894574145444066
"ENSG64750","Gene_L","protein_coding","12","+",6633,67.1700278413098,0.298657973713996,0.049043049919419,"control","12h",2,"high",1,0.0932331789079883
"ENSG80650","Gene_L","pseudogene","16","+",12822,69.9701714546662,-2.50777670701666,0.0665012775920332,"treatment_B","0h",2,"medium",4,0.0977460602216444
"ENSG93955","Gene_L","protein_coding","1","+",46173,56.445527020908,-0.528812909112203,0.0447194216772914,"treatment_B","48h",3,"high",4,0.0932331789079883
"ENSG14600","Gene_L","miRNA","20","-",4931,32.9029373700937,-0.400085970179485,0.0830870449542999,"treatment_B","24h",2,"medium",2,0.0984206660563177
"ENSG27525","Gene_L","lncRNA","17","-",53848,58.5936265642224,-2.87553201740986,0.0403115970082581,"control","48h",1,"low",2,0.0932331789079883
"ENSG24934","Gene_L","protein_coding","16","+",98143,49.281257941131,0.744652775225918,0.0286513801431283,"treatment_B","12h",3,"high",1,0.0927028114405962
"ENSG78082","Gene_L","lncRNA","6","+",76373,46.626059578651,0.0629927768758627,0.0867296176031232,"control","24h",3,"medium",3,0.0984206660563177
"ENSG00887","Gene_L","protein_coding","5","-",31602,95.9438472395663,0.0545581760084939,0.0145343632204458,"control","0h",2,"low",3,0.0894574145444066
"ENSG28360","Gene_L","protein_coding","2","+",26902,129.766203942538,2.80297575600887,0.0267922683386132,"treatment_A","12h",2,"medium",4,0.0915047455972473
"ENSG00914","Gene_L","protein_coding","7","-",24445,46.4058088438352,2.09387123607591,0.0176092777401209,"treatment_B","48h",2,"low",3,0.0894574145444066
"ENSG92958","Gene_L","protein_coding","14","-",5400,48.0539383886498,-3.43440705961281,0.0447363692801446,"treatment_A","48h",2,"high",4,0.0932331789079883
"ENSG14405","Gene_L","protein_coding","15","+",19297,56.6294852975484,-3.69348644936049,0.0726881459122524,"control","12h",3,"medium",3,0.0984206660563177
"ENSG45533","Gene_L","protein_coding","16","+",94794,132.904511131561,-3.4673415416853,0.0806164296809584,"treatment_A","24h",2,"high",3,0.0984206660563177
"ENSG92684","Gene_L","protein_coding","7","+",71058,93.1094211643469,-0.250478910170896,0.015089699300006,"treatment_B","12h",2,"medium",2,0.0894574145444066
"ENSG81921","Gene_L","miRNA","4","-",41554,58.2675950166827,0.271542234502839,0.090674514323473,"control","12h",1,"high",3,0.0984206660563177
"ENSG80734","Gene_L","protein_coding","4","-",60974,49.8331165805362,-1.79618626176769,0.0869372123619542,"treatment_A","0h",3,"high",1,0.0984206660563177
"ENSG96754","Gene_L","protein_coding","10","+",52309,34.6389607668505,-2.29317909391929,0.0458489945856854,"treatment_B","24h",1,"low",3,0.0932331789079883
"ENSG36234","Gene_L","protein_coding","10","+",80448,91.7010408984828,-0.221374838576715,0.00253421615343541,"control","0h",3,"high",1,0.0894574145444066
"ENSG83712","Gene_L","other","1","+",83289,88.7684693515481,0.15746615854477,0.0526013989234343,"control","0h",1,"high",4,0.0943190133705575
"ENSG93439","Gene_L","pseudogene","14","-",22018,37.9699420852973,-5.26041608976705,0.0238539182115346,"treatment_A","48h",3,"medium",3,0.0894574145444066
"ENSG63967","Gene_L","miRNA","4","-",98271,38.0534912756197,1.90500843332504,0.0864145282655954,"treatment_A","0h",1,"low",3,0.0984206660563177
"ENSG05799","Gene_L","protein_coding","8","-",12292,110.276449330957,3.65467090561851,0.0142949539702386,"control","12h",1,"high",3,0.0894574145444066
"ENSG91468","Gene_L","protein_coding","11","-",70813,130.72864095345,0.694995749784292,0.0625453507527709,"treatment_B","0h",2,"high",4,0.0957815478602923
"ENSG20874","Gene_M","miRNA","6","-",10715,5.22364054036938,-5.33625620444445,0.0495626737596467,"treatment_A","48h",3,"low",3,0.0932331789079883
"ENSG84189","Gene_M","protein_coding","17","-",46246,75.2241023985046,-0.370129282732229,0.0629990037763491,"treatment_A","12h",2,"high",2,0.0960350667322395
"ENSG20474","Gene_M","protein_coding","12","-",35676,76.1939173034377,-1.22510836879397,0.0174407841870561,"treatment_B","0h",3,"high",1,0.0894574145444066
"ENSG14478","Gene_M","protein_coding","X","-",51120,93.5440142993623,-2.0772232587228,0.0397417118772864,"treatment_A","0h",1,"high",4,0.0932331789079883
"ENSG10943","Gene_M","miRNA","1","-",6067,61.0401432229982,2.64823575143685,0.076950833434239,"treatment_A","24h",3,"low",4,0.0984206660563177
"ENSG01789","Gene_M","protein_coding","3","-",56488,64.0153214791344,-3.03983975031594,0.0539756086654961,"treatment_B","24h",1,"high",1,0.0947591579957962
"ENSG23506","Gene_M","protein_coding","6","-",50428,125.212045277068,-1.2014776659686,0.0942363848909736,"control","12h",1,"high",1,0.0984206660563177
"ENSG93970","Gene_M","protein_coding","Y","-",25854,30.8263687981443,1.26805835375332,0.0502888603368774,"control","24h",2,"high",1,0.0932331789079883
"ENSG32638","Gene_M","protein_coding","2","+",98787,71.8871744329208,-3.88757026303943,0.0713438723236322,"treatment_B","12h",3,"high",1,0.0984206660563177
"ENSG05483","Gene_M","protein_coding","8","-",49859,68.7914539530402,-0.46794025708782,0.0717696504900232,"treatment_A","48h",2,"high",2,0.0984206660563177
"ENSG72383","Gene_M","protein_coding","2","-",3835,12.5312281060668,-0.489984545242408,0.0837995322188363,"control","24h",2,"high",2,0.0984206660563177
"ENSG41125","Gene_M","protein_coding","14","+",71751,181.363818372291,-1.8567592249023,0.0442228618543595,"treatment_A","48h",3,"high",2,0.0932331789079883
"ENSG91154","Gene_M","protein_coding","20","-",2226,109.306607877324,-0.539051779657729,0.0448050725506619,"control","48h",3,"high",2,0.0932331789079883
"ENSG22849","Gene_M","protein_coding","17","+",55396,105.987728402905,1.30397327643996,0.0379349824273959,"treatment_A","48h",2,"low",3,0.0932331789079883
"ENSG58127","Gene_M","pseudogene","6","-",70816,51.4084345114068,-0.521768048437392,0.00324662758503109,"treatment_B","0h",1,"high",1,0.0894574145444066
"ENSG38854","Gene_M","protein_coding","4","+",93492,91.5333300537697,-0.300113146560792,0.0470115443458781,"treatment_B","48h",2,"high",4,0.0932331789079883
"ENSG04961","Gene_M","lncRNA","Y","-",72373,35.0987044697773,0.433915156477978,0.055705868662335,"treatment_A","0h",3,"medium",2,0.0947961173508139
"ENSG77224","Gene_M","protein_coding","7","+",3382,36.1688829321261,2.11725796468236,0.032303813030012,"treatment_B","0h",1,"low",3,0.0932331789079883
"ENSG84796","Gene_M","pseudogene","18","-",88110,76.4766901568988,0.301964008478832,0.0918474157806486,"treatment_B","48h",1,"medium",3,0.0984206660563177
"ENSG73717","Gene_M","protein_coding","21","+",49576,95.834552493529,-2.49330578079263,0.0939201627857983,"treatment_B","0h",2,"high",4,0.0984206660563177
"ENSG03004","Gene_M","lncRNA","18","-",18057,52.818968319695,4.24038664632212,0.0778511116281152,"control","24h",1,"high",2,0.0984206660563177
"ENSG08390","Gene_M","protein_coding","20","+",98892,78.4728249708913,0.722985933461368,0.0144616901641712,"treatment_A","12h",1,"medium",2,0.0894574145444066
"ENSG30774","Gene_M","lncRNA","16","+",96727,44.219274624258,1.59331000808411,7.36057292670012e-05,"control","24h",1,"high",3,0.0375893665477633
"ENSG47868","Gene_M","protein_coding","Y","+",98689,98.0950472033543,0.370137605940254,0.0887359503889456,"treatment_A","0h",1,"high",4,0.0984206660563177
"ENSG64790","Gene_M","lncRNA","1","+",88017,52.7270153992325,1.01284996361076,0.0149934340734035,"treatment_A","0h",2,"low",3,0.0894574145444066
"ENSG91311","Gene_M","protein_coding","6","-",75676,67.1318418789356,-1.65438168961249,0.0495832813670859,"treatment_B","0h",3,"medium",3,0.0932331789079883
"ENSG88178","Gene_M","protein_coding","8","-",25061,92.4373518063222,-2.43814051361023,0.00445529585704207,"control","48h",2,"high",3,0.0894574145444066
"ENSG15017","Gene_M","miRNA","3","-",90691,41.1680125742129,2.46611033433301,0.00216628171037883,"control","12h",3,"high",3,0.0894574145444066
"ENSG67101","Gene_M","protein_coding","6","+",50797,81.9519451848166,-1.01529046566377,0.0349859076552093,"control","12h",1,"high",1,0.0932331789079883
"ENSG50108","Gene_M","protein_coding","22","-",88456,95.4987411372277,0.132965314751665,0.0292919374303892,"treatment_A","24h",3,"high",3,0.0927028114405962
"ENSG77784","Gene_M","protein_coding","16","-",77167,80.8482081995172,1.93275066582388,0.00322928987443447,"treatment_B","0h",1,"high",3,0.0894574145444066
"ENSG33037","Gene_M","protein_coding","2","-",74038,28.0590947706056,-1.65123800036151,0.0876155671896413,"control","24h",1,"low",1,0.0984206660563177
"ENSG58460","Gene_M","protein_coding","14","+",50038,72.8799811619022,1.25062361798359,0.089164449996315,"control","12h",1,"medium",1,0.0984206660563177
"ENSG82412","Gene_M","protein_coding","6","-",1643,74.5264882766095,-1.10136878961159,0.0098019401775673,"control","0h",2,"high",4,0.0894574145444066
"ENSG52243","Gene_M","protein_coding","X","-",88711,61.9303895306517,-1.14523837909865,0.0640894795767963,"treatment_B","0h",2,"high",4,0.0964010695090613
"ENSG54335","Gene_M","protein_coding","21","+",72078,84.557315291149,-1.26301087729601,0.0552711300551891,"treatment_B","12h",2,"low",4,0.0947961173508139
"ENSG61595","Gene_M","lncRNA","1","+",33950,64.1936525713005,2.55806037739825,0.0918296236079186,"treatment_B","48h",3,"medium",1,0.0984206660563177
"ENSG72070","Gene_M","protein_coding","22","+",68767,107.770552935967,2.63299670655155,0.0109728696290404,"treatment_B","24h",2,"high",4,0.0894574145444066
"ENSG47332","Gene_M","lncRNA","4","+",13286,43.7346767141441,2.76283228866097,0.0566481664776802,"treatment_B","12h",3,"high",1,0.094830177466173
"ENSG25082","Gene_M","protein_coding","11","-",63979,64.3741578707952,1.16833281694857,0.05322977588512,"treatment_B","24h",3,"high",3,0.0947583144036821
"ENSG58012","Gene_M","protein_coding","15","+",83336,45.30011584277,-4.40421048964647,0.0250613543204963,"treatment_B","0h",2,"high",3,0.0911321975290775
"ENSG51396","Gene_M","protein_coding","2","-",11944,103.599268073504,1.16051327037139,0.08470165473409,"control","0h",3,"high",3,0.0984206660563177
"ENSG02437","Gene_M","protein_coding","20","-",79349,83.5181848492952,3.87048945824468,0.0729962731478736,"control","48h",3,"high",3,0.0984206660563177
"ENSG26219","Gene_M","protein_coding","20","+",22759,49.8225740743968,0.34594942667481,0.041869308729656,"treatment_A","0h",1,"medium",4,0.0932331789079883
"ENSG91129","Gene_M","pseudogene","1","-",38601,66.6687208816594,-3.8297631145256,0.0404694297350943,"treatment_B","0h",2,"medium",2,0.0932331789079883
"ENSG18771","Gene_M","other","10","-",82318,34.7554620548343,2.34396708215967,0.0830715969437733,"control","24h",1,"high",1,0.0984206660563177
"ENSG43025","Gene_M","miRNA","12","-",39006,59.9694141098442,0.873499138924423,0.0572427339851856,"treatment_A","48h",2,"high",1,0.094830177466173
"ENSG41513","Gene_M","lncRNA","6","+",50718,79.7712991572051,-1.13277743758127,0.0766985348425806,"control","12h",2,"high",1,0.0984206660563177
"ENSG18671","Gene_M","other","14","-",42394,47.9282666933846,-2.65707888425405,0.0105232513742521,"control","12h",3,"high",2,0.0894574145444066
"ENSG21556","Gene_M","protein_coding","1","-",51680,101.841785061836,-0.582076521932177,0.088675389601849,"control","0h",2,"high",3,0.0984206660563177
"ENSG02315","Gene_N","protein_coding","18","+",80403,59.3821396263314,1.00212695898183,0.0111068747006357,"treatment_B","48h",2,"high",4,0.0894574145444066
"ENSG39113","Gene_N","miRNA","7","-",30566,67.9933620403349,-2.80793014499302,0.0908682344481349,"treatment_B","24h",2,"high",1,0.0984206660563177
"ENSG70995","Gene_N","protein_coding","11","-",49938,82.1733842229184,-0.453222842316815,0.0193550473544747,"treatment_B","0h",1,"high",3,0.0894574145444066
"ENSG57334","Gene_N","protein_coding","22","-",35204,49.1240260351324,1.19973201802854,0.0841444043209776,"treatment_A","0h",3,"high",2,0.0984206660563177
"ENSG55241","Gene_N","protein_coding","7","+",39287,68.9554718125148,-1.79991349945364,0.0870157863479108,"control","24h",2,"high",4,0.0984206660563177
"ENSG42775","Gene_N","protein_coding","14","-",35097,109.216899788442,1.52720583298772,0.0651907891267911,"treatment_B","24h",2,"low",1,0.0969123137355954
"ENSG77841","Gene_N","pseudogene","18","-",38523,34.5675193308884,0.50723632057642,0.099881098093465,"treatment_B","0h",3,"high",2,0.0999473392264918
"ENSG71112","Gene_N","protein_coding","5","-",98658,68.3182734188336,0.806580082917158,0.0524833333678544,"treatment_A","48h",1,"high",1,0.0943190133705575
"ENSG40332","Gene_N","protein_coding","22","+",9899,51.9169869636341,0.293281927359424,0.0360965360188857,"treatment_A","24h",3,"high",2,0.0932331789079883
"ENSG04176","Gene_N","lncRNA","14","+",38294,57.4999290472795,-3.46082243851766,0.0554737058235332,"control","48h",3,"medium",4,0.0947961173508139
"ENSG57247","Gene_N","lncRNA","12","+",22261,59.5565871400743,3.19868268791101,0.0857918039197102,"control","12h",3,"high",3,0.0984206660563177
"ENSG61973","Gene_N","protein_coding","8","+",20542,76.8652241026715,-0.112266424339198,0.0641815058188513,"control","12h",2,"high",4,0.0964010695090613
"ENSG99134","Gene_N","protein_coding","7","+",68124,64.1568791513018,4.16169971028423,0.00016104553360492,"treatment_A","24h",3,"low",4,0.0389987509697676
"ENSG72732","Gene_N","protein_coding","22","+",17710,18.0994109683241,-0.84998835995851,0.0183933446183801,"treatment_A","48h",3,"high",4,0.0894574145444066
"ENSG90266","Gene_N","protein_coding","4","+",79886,67.8464219358731,-0.368876019993762,0.026706329989247,"treatment_A","12h",3,"medium",1,0.0915047455972473
"ENSG20570","Gene_N","protein_coding","1","-",95368,109.514731342349,2.35441578850409,0.0276156524894759,"treatment_A","48h",1,"medium",4,0.0915047455972473
"ENSG51114","Gene_N","protein_coding","2","+",86044,53.1726497731114,3.22906557351789,0.0347660930594429,"control","0h",1,"medium",4,0.0932331789079883
"ENSG78457","Gene_N","pseudogene","1","+",62213,88.8434984537118,-1.35820102113736,0.0309230804909021,"treatment_B","48h",1,"high",4,0.0930724616217263
"ENSG29278","Gene_N","lncRNA","5","-",48931,62.6096501920769,-0.729382521808881,0.0422286112559959,"treatment_B","48h",3,"high",2,0.0932331789079883
"ENSG39404","Gene_N","protein_coding","11","+",50971,67.8657712274894,-0.824565323021065,0.0300077090039849,"treatment_B","48h",2,"low",2,0.0927028114405962
"ENSG53042","Gene_N","protein_coding","8","-",79773,120.965619454475,1.5735624354816,0.0671421283390373,"control","12h",2,"high",1,0.0977851173215514
"ENSG00352","Gene_N","protein_coding","9","-",17790,113.801842504092,1.12490021970595,0.0389152043731883,"treatment_A","0h",1,"medium",1,0.0932331789079883
"ENSG65920","Gene_N","protein_coding","16","+",36830,66.0750932266603,-1.03801621799639,0.0228986850008368,"control","0h",2,"high",4,0.0894574145444066
"ENSG51260","Gene_N","protein_coding","13","-",64948,93.4763160524864,-2.01668237168816,0.0477869045222178,"control","24h",2,"high",3,0.0932331789079883
"ENSG24163","Gene_N","other","17","-",77342,72.8515782645427,0.298462443581694,0.00741677251644433,"treatment_B","24h",3,"medium",3,0.0894574145444066
"ENSG40818","Gene_N","protein_coding","14","+",75806,49.0159857477107,-0.124581007170446,0.021336530498229,"control","0h",2,"medium",2,0.0894574145444066
"ENSG32763","Gene_N","lncRNA","11","+",10748,56.3020490683717,1.87624120403622,0.0836547284619883,"treatment_A","0h",1,"medium",1,0.0984206660563177
"ENSG91819","Gene_N","lncRNA","17","+",7705,48.8093919592749,-2.81545266991628,0.00127308466471732,"treatment_B","12h",1,"high",2,0.0894574145444066
"ENSG61328","Gene_N","protein_coding","10","+",99839,47.7157131346814,1.0611721939764,0.0538827162934467,"control","48h",2,"high",3,0.0947591579957962
"ENSG01191","Gene_N","protein_coding","18","+",93535,134.308186773302,1.97175398474223,0.0978179535828531,"control","0h",3,"high",3,0.0991022178780927
"ENSG98032","Gene_N","protein_coding","14","-",96527,78.238464194264,0.884435921668494,0.00722252682317048,"control","0h",2,"medium",1,0.0894574145444066
"ENSG22660","Gene_N","protein_coding","12","-",65168,63.2121292500075,-1.95387812156475,0.0207114711403847,"treatment_A","24h",3,"high",2,0.0894574145444066
"ENSG59555","Gene_N","protein_coding","9","+",66109,96.0551963911598,-2.56050465851668,0.0477700354764238,"treatment_A","12h",1,"medium",2,0.0932331789079883
"ENSG39396","Gene_N","protein_coding","4","-",23736,112.313052118934,2.06502600600044,0.0846624025609344,"treatment_A","0h",3,"high",3,0.0984206660563177
"ENSG95542","Gene_N","protein_coding","17","+",76083,99.6483124281011,4.09588938605426,0.0169176075141877,"treatment_B","12h",2,"high",4,0.0894574145444066
"ENSG82243","Gene_N","protein_coding","11","+",49662,109.104158461939,-2.40452337160507,0.0268403800670058,"treatment_B","12h",1,"high",1,0.0915047455972473
"ENSG30933","Gene_N","other","4","+",44806,9.28392628579969,0.791766577473015,0.0951404408318922,"treatment_A","48h",2,"high",2,0.0987403032295906
"ENSG17832","Gene_N","protein_coding","9","+",45957,78.1315048252689,-2.06755340285155,0.0691362341167405,"control","48h",2,"high",1,0.0983535725489196
"ENSG40197","Gene_N","other","18","+",98141,45.3651749098429,-1.74727579825156,0.0910070829559118,"treatment_A","12h",3,"medium",3,0.0984206660563177
"ENSG04588","Gene_N","protein_coding","17","+",85960,52.9554173925437,1.5525281774289,0.0445575683144853,"treatment_A","0h",3,"high",1,0.0932331789079883
"ENSG89671","Gene_N","lncRNA","12","-",25107,69.2364773311253,-2.06246283154336,7.51787330955267e-05,"treatment_B","0h",3,"high",2,0.0375893665477633
"ENSG02304","Gene_N","protein_coding","9","+",68218,61.7599240120692,-2.11150049966382,0.0726204806938767,"treatment_A","48h",1,"high",3,0.0984206660563177
"ENSG21771","Gene_N","protein_coding","16","+",4627,52.0400236734899,1.9828570648379,0.0942037223605439,"treatment_A","24h",1,"high",4,0.0984206660563177
"ENSG33442","Gene_N","protein_coding","13","-",19177,76.9246851250164,-0.958832644155525,0.00322316247038543,"treatment_A","24h",3,"low",4,0.0894574145444066
"ENSG68813","Gene_N","protein_coding","7","-",89838,78.8381608327177,-0.494861696845333,0.0206011716509238,"treatment_B","24h",1,"medium",4,0.0894574145444066
"ENSG39150","Gene_N","protein_coding","22","+",59064,124.773522660769,-0.0296507958714006,0.0593934267992154,"control","12h",3,"low",1,0.0951568795793568
"ENSG45174","Gene_N","protein_coding","3","-",35279,50.7912894689543,-1.27404781341894,0.0483955008909106,"control","24h",2,"low",1,0.0932331789079883
"ENSG30536","Gene_N","protein_coding","X","-",55229,112.70108787691,1.23493260117971,0.0440654748817906,"treatment_A","24h",2,"high",1,0.0932331789079883
"ENSG29444","Gene_N","lncRNA","12","+",26184,56.7981137174963,-0.0926758421444189,0.0452440394088626,"treatment_A","12h",3,"medium",3,0.0932331789079883
"ENSG65839","Gene_N","protein_coding","Y","-",63434,51.4094848181219,-0.0504920054672885,0.0917330120922998,"control","24h",2,"high",4,0.0984206660563177
"ENSG92174","Gene_O","protein_coding","20","+",46014,94.6695855874954,1.64385627390691,0.0497695177560672,"treatment_B","12h",3,"high",3,0.0932331789079883
"ENSG56987","Gene_O","other","16","-",54077,46.8593977922098,0.300687285215249,0.0370200939243659,"treatment_B","48h",3,"medium",4,0.0932331789079883
"ENSG57777","Gene_O","protein_coding","1","+",5531,95.1896061220474,0.881639300237103,0.0810738342814148,"treatment_A","24h",3,"high",4,0.0984206660563177
"ENSG57766","Gene_O","protein_coding","11","+",99028,112.30244529046,-2.82076622486498,0.0348985573276877,"control","48h",3,"low",4,0.0932331789079883
"ENSG32817","Gene_O","protein_coding","1","+",81060,106.940384599756,-0.140852070031766,0.00700890987645835,"treatment_A","24h",3,"high",3,0.0894574145444066
"ENSG79173","Gene_O","protein_coding","20","+",34086,103.922243393551,-0.643075113625762,0.00329610495828092,"treatment_B","24h",3,"high",3,0.0894574145444066
"ENSG20696","Gene_O","other","5","+",81959,28.536050249854,0.857761315353367,0.0942869980819523,"treatment_A","24h",1,"high",4,0.0984206660563177
"ENSG86160","Gene_O","protein_coding","16","-",68970,27.5780827689587,0.294673895764102,0.0565226580714807,"control","24h",2,"high",2,0.094830177466173
"ENSG51051","Gene_O","miRNA","3","+",41104,59.9989373774558,0.178324336621486,0.0841433039167896,"control","48h",1,"low",2,0.0984206660563177
"ENSG31566","Gene_O","protein_coding","15","-",83726,36.8884118750813,-0.217648535265702,0.0732010844163597,"treatment_A","12h",3,"high",3,0.0984206660563177
"ENSG50878","Gene_O","protein_coding","8","+",68124,66.7163073020043,-3.46996587963127,0.0981069265399128,"treatment_A","48h",2,"high",4,0.0991022178780927
"ENSG01003","Gene_O","protein_coding","17","-",34879,97.6277315490696,1.53777309013074,0.0407262043096125,"control","48h",2,"high",1,0.0932331789079883
"ENSG80926","Gene_O","protein_coding","22","+",28038,126.214267083335,-0.638081570209363,0.0808284952072427,"treatment_A","12h",3,"high",4,0.0984206660563177
"ENSG84909","Gene_O","miRNA","5","-",4738,59.4421316082125,-0.56589799253626,0.0279841675655916,"treatment_B","48h",1,"medium",1,0.0915220915035533
"ENSG70212","Gene_O","protein_coding","9","+",20109,68.7035056042086,-1.69986564907428,0.0545647606486455,"control","0h",1,"high",2,0.0947961173508139
"ENSG37984","Gene_O","lncRNA","10","+",48842,70.9613087738022,0.577051824369983,0.0640700586838648,"treatment_B","0h",1,"high",1,0.0964010695090613
"ENSG87509","Gene_O","protein_coding","13","+",42890,29.912419099636,2.74079716919962,0.090864669624716,"treatment_A","24h",3,"high",2,0.0984206660563177
"ENSG56785","Gene_O","protein_coding","5","-",41209,58.5282512597852,-0.281231837934514,0.01157814161852,"treatment_B","24h",2,"high",3,0.0894574145444066
"ENSG14632","Gene_O","lncRNA","1","+",69655,31.5778388029158,0.721050303424072,0.0810931856511161,"treatment_A","12h",2,"high",2,0.0984206660563177
"ENSG58085","Gene_O","protein_coding","20","+",68815,78.4876180348643,-2.87400116049646,0.0623514535371214,"treatment_A","24h",3,"high",1,0.0957815478602923
"ENSG53547","Gene_O","protein_coding","12","+",94791,59.0258173508228,-1.85430228270537,0.0667915067868307,"control","24h",2,"high",3,0.0977851173215514
